Legislation Number,URL,Congress,Title,Sponsor,Party of Sponsor,Date of Introduction,Latest Action,Latest Action Date,Latest Summary
H.R. 1616,https://www.congress.gov/bill/115th-congress/house-bill/1616,115th Congress (2017-2018),Strengthening State and Local Cyber Crime Fighting Act of 2017,"Ratcliffe, John [Rep.-R-TX-4]",Republican,03/17/2017,Became Public Law No: 115-76.,11/02/2017,"<p>(This measure has not been amended since it was passed by the Senate on October 2, 2017. The summary of that version is repeated here.)</p> <p><strong>Strengthening State and Local Cyber Crime Fighting Act of 2017</strong></p> <p>(Sec. 2) This bill amends the Homeland Security Act of 2002 to authorize a National Computer Forensics Institute within the U.S. Secret Service for FY2017-FY2022. The institute shall: (1) disseminate information related to the investigation and prevention of cyber and electronic crime and related threats; and (2) educate, train, and equip state, local, tribal, and territorial law enforcement officers, prosecutors, and judges.</p> <p> Institute functions include:</p> <ul> <li>educating such officers, prosecutors, and judges on current cyber and electronic crimes and related threats, methods for investigating such crime and threats and for conducting computer and mobile device forensic examinations, and related prosecutorial and judicial challenges;</li> <li>training such officers to conduct investigations of such crime and related threats, as well as such forensic examinations, and to respond to network intrusion incidents; and </li> <li>training such officers, prosecutors, and judges on methods to obtain, process, store, and admit digital evidence in court.</li> </ul> <p>The institute:</p> <ul> <li> shall ensure that timely, actionable, and relevant expertise and information related to such crime and related threats is shared with such officers and prosecutors; </li> <li> may provide such officers with computer equipment, hardware, software, manuals, and tools necessary to conduct investigations of such crime and related threats and such forensic examinations; and </li> <li> shall facilitate the expansion of the network of Electronic Crime Task Forces of the Secret Service through the addition of officers trained at the institute.</li> </ul> <p>(Sec. 3) The bill amends the Omnibus Crime Control and Safe Streets Act of 1968 to establish a new part, which may be cited as the National White Collar Crime Control Act of 2017, authorizing the Department of Justice's Bureau of Justice Assistance to enter into a cooperative agreement or make a grant for training and technical assistance to help law enforcement officers, investigators, auditors, and prosecutors identify, investigate, and prosecute white collar crime.</p> <p>White collar crime includes high-tech crime, economic crime, and Internet-based crime against children and child pornography."
H.R. 1551,https://www.congress.gov/bill/115th-congress/house-bill/1551,115th Congress (2017-2018),Orrin G. Hatch-Bob Goodlatte Music Modernization Act,"Rice, Tom [Rep.-R-SC-7]",Republican,03/15/2017,Became Public Law No: 115-264.,10/11/2018,"<p><b>Orrin G. Hatch-Bob Goodlatte Music Modernization Act</b></p> <p>This bill updates copyright law by creating a new compulsory licensing system for digital music services that transmit sound recordings. It also provides for federal protection to sound recordings fixed before February 15, 1972, which are currently only covered by state law. It also authorizes royalties for producers, mixers, and sound engineers that made a creative contribution to a sound recording.</p> <p>TITLE I--Music Licensing Modernization</p> <p><i>Musical Works Modernization Act</i></p> <p>Compulsory licensing systems allow a person or company to use a copyright-protected work by agreeing to pay a set rate, without having to negotiate with or get explicit permission from the rights holder.</p> <p>This title updates requirements for compulsory licenses for sound recordings. It establishes a new compulsory licensing system that is explicitly available to digital music service providers, where it was unclear whether previously available compulsory licenses granted the rights needed by such services.</p> <p>Under this title, compulsory licenses are available for sound recordings that have previously been distributed to the public. If the recording has not been publicly distributed, a digital music service can get a license for the recording with the permission of the owner of the distribution right.</p> <p>The new compulsory license is called a blanket license, which covers essentially all publicly distributed sound recordings. It gives the licensee the right to make and distribute digital copies of the recordings, along with reasonable and necessary activities such as making server and incidental reproductions. The blanket license shall be available January 1, 2021. </p> <p>When the blanket license becomes available, it shall replace any compulsory licenses that the digital music service provider had previously obtained. </p> <p>If a digital music provider and rights holder has a voluntary agreement in place, in most instances that voluntary agreement shall remain in effect even after the blanket license becomes available. </p> <p>The Copyright Office shall designate a nonprofit entity to administer the blanket license, which the bill refers to as the mechanical licensing collective.</p> <p>The collective's duties include:</p> <ul> <li>offering and administering blanket licenses, and collecting and distributing royalties;</li> <li>maintaining a musical works database with information needed to run the system;</li> <li>handling requests to claim ownership of copyrights, and devising a method for distributing royalties for works with unknown owners;</li> <li>collecting administrative assessments from digital music providers and other licensees to support the collective's functions;</li> <li>enforcing rights and obligations under the license; and</li> <li>maintaining and providing necessary information for proceedings to set royalty rates and assessments.</li> </ul> <p>Digital music service providers seeking a blanket license shall notify the mechanical licensing collective of its activities that fall under the license. The license shall go into effect within 30 days of the collective receiving the notice, unless the collective issues a written rejection explaining its reasons. The collective can only reject a notice of license if the provider has had a blanket license terminated in the past three years, or if the notice fails to meet statutory or legal requirements.</p> <p>If a digital music provider makes and distributes recordings without a license, it shall be barred from getting a blanket license for three years.</p> <p>The mechanical licensing collective shall establish a publicly-searchable database with information including the title of the recording, the copyright owners and ownership percentages of each, and the owners' contact information. The database shall also have entries for recordings where the ownership information is unknown or incomplete.</p> <p>Copyright owners shall make commercially reasonable efforts to provide information about their recordings for the database.</p> <p>The mechanical licensing collective shall collect and distribute royalties based on usage reports provided by the digital service providers. For recordings with unknown copyright holders, the collective shall place the collected royalties in an interest-bearing account. After three years, the unknown owner royalties and accrued interest shall be distributed to the known copyright holders in the database, with each receiving a portion based on their relative market shares. The copyright holders shall pay no less than 50% of the unclaimed royalties to songwriters.</p> <p>The licensees shall make monthly royalty payments to the collective and submit reports about its usage of musical works covered by the blanket license. </p> <p>A digital music service provider shall be in default if it misses a monthly royalty payment or report, fails to pay an administrative assessment, or breaches another material term of the blanket license. The mechanical licensing collective shall notify the provider in writing of the default, and that the license shall automatically terminate in 60 days unless the service provider fixes the defects. </p> <p>The bill requires licensees with significant non-blanket activities to report their monthly usage data to the mechanical licensing collective and pay an administrative assessment to help support the collective's activities. These significant non-blanket licensees are typically large licensees that took voluntary licenses with rights holders rather than, or alongside, a blanket license.</p> <p>The Copyright Office shall also designate a nonprofit entity to coordinate the licensees' activities with the music collective. This digital licensee coordinator's duties include helping the mechanical licensing collective collect administrative assessments, and gathering and maintaining information for use in proceedings to set the blanket license royalty rates.</p> <p>The Copyright Royalty Board shall hold proceedings to set the administrative assessment rates, based on the mechanical licensing collective's costs.</p> <p>The board shall also hold proceedings to set the rates and terms for the blanket license that most clearly represent what would have been negotiated in the marketplace, and based on economic and competitive information presented by the parties. The mechanical licensing collective and digital licensee coordinator shall not participate directly in the rate setting proceeding, but may gather and provide economic and usage data for the parties.</p> <p>Compulsory licenses used for reproduction and distribution rights shall in most instances be automatically substituted for the blanket license when it becomes available. Compulsory licenses for making and distributing permanent downloads will not convert to the blanket license until the record company terminates the license.</p> <p>Voluntary licensing agreements shall remain in effect after the blanket license becomes available.</p> <p>This title also temporarily limits the liability of digital music service providers for unlicensed uses on or after January 1, 2018. For unlicensed uses that fall within the blanket license, copyright holders shall only recover the royalty they would have received. To take advantage of this limited liability, the service provider must make monthly attempts to identify the rights holders of the relevant recordings and pay royalties to them. For unidentified rights holders, the music provider must calculate and collect the royalties, to be paid to the mechanical licensing collective when the blanket license becomes available.</p> <p>TITLE II--Classics Protection and Access </p> <p><i>Classics Protection and Access Act</i></p> <p>This title provides federal protection for sound recordings fixed before February 15, 1972, which are currently only covered by state law.</p> <p>Sound recordings first published before 1923 shall be protected through 2021. Recordings from 1923 to 1946 shall be protected through the end of the year that is 100 years from the date of first publication. Recordings from 1947 to 1956 shall be protected through the end of the year that is 110 years from first publication. Recordings fixed after 1956 and before February 15, 1972, shall be protected until February 15, 2067.</p> <p>Owners of copyrights for pre-1972 recordings shall receive royalties for digital audio transmissions and reproductions. These royalties shall be paid in accordance with already-established statutory licensing schemes for post-1972 sound recordings.</p> <p>This title also allows for the noncommercial use of orphan works, which are sound recordings with unidentified rights owners. The noncommercial use shall be allowed after the user makes a reasonable attempt to find the rights owner and fails to do so, and a public notice period to give the owner a chance to object to the use.</p> <p>To qualify for statutory damages or attorneys' fees in an infringement action involving pre-1972 recordings, the rights owner must file with the Copyright Office a notice with information about its claimed works. </p> <p>This title also preempts most state law claims involving pre-1972 sound recordings. <br> <br> TITLE III--ALLOCATION FOR MUSIC PRODUCERS</p> <p><i>Allocation for Music Producers Act or the AMP Act</i> </p> <p>This title provides statutory authority for and expands existing practices for distributing royalties to producers, mixers, and sound engineers who made a creative contribution to a sound recording. A nonprofit collective designated by the Copyright Royalty Board shall adopt procedures for such royalty payments for various digital transmissions of the recording.</p> <p>The procedures shall allow the owner of the exclusive right to publicly perform the sound recording or the featured artist to instruct the collective to calculate and distribute the payments to the producers, mixers, and sound engineers. The instruction is called a &quot;letter of direction.&quot;</p> <p>For sound recordings fixed before November 1, 1995, the nonprofit collective shall adopt policies for collecting and distributing such royalties, even without a letter of direction. The collective and those seeking royalties shall attempt to contact the featured artist to get a letter of direction. However, if the artist does not object within a specified time frame, the collective may distribute the royalties.</p> <p>This title preempts state laws that may otherwise apply, such as those related to abandoned property or escheatment.</p> <p>"
H.R. 1545,https://www.congress.gov/bill/115th-congress/house-bill/1545,115th Congress (2017-2018),VA Prescription Data Accountability Act 2017,"Kuster, Ann M. [Rep.-D-NH-2]",Democratic,03/15/2017,Became Public Law No: 115-86.,11/21/2017,"<p>(This measure has not been amended since it was introduced. The expanded summary of the House reported version is repeated here.)</p> <p><strong>VA Prescription Data Accountability Act 2017</strong></p> <p>(Sec. 2) This bill directs the Department of Veterans Affairs (VA) to disclose information about an individual who is dispensed medication prescribed by a VA employee or by a non-VA provider authorized to prescribe such medication by the VA (currently,&nbsp;about&nbsp;a veteran or the dependent of a veteran) to a state controlled substance monitoring program to the extent necessary to prevent misuse and diversion of prescription medicines.</p>"
H.R. 1496,https://www.congress.gov/bill/115th-congress/house-bill/1496,115th Congress (2017-2018),"To designate the facility of the United States Postal Service located at 3585 South Vermont Avenue in Los Angeles, California, as the ""Marvin Gaye Post Office"".","Bass, Karen [Rep.-D-CA-37]",Democratic,03/10/2017,Became Public Law No: 115-207.,07/24/2018,"<p>(Sec. 1) Designates the facility of the United States Postal Service located at 4040 West Washington Boulevard in Los Angeles, California, as the ""Marvin Gaye Post Office.""</p>"
H.R. 1417,https://www.congress.gov/bill/115th-congress/house-bill/1417,115th Congress (2017-2018),National Law Enforcement Museum Exhibits Act,"Young, Don [Rep.-R-AK-At Large]",Republican,03/07/2017,Became Public Law No: 115-321.,12/17/2018,"<p><b>National Law Enforcement Museum Exhibits Act</b></p> <p>(Sec. 2) This bill amends the National Law Enforcement Museum Act to permit the National Law Enforcement Museum in Washington, DC, to acquire, receive, possess, collect, ship, transport, import, and display firearms in fulfilling the museum's purposes. </p>"
H.R. 1397,https://www.congress.gov/bill/115th-congress/house-bill/1397,115th Congress (2017-2018),"To authorize, direct, facilitate, and expedite the transfer of administrative jurisdiction of certain Federal land, and for other purposes.","Comstock, Barbara [Rep.-R-VA-10]",Republican,03/07/2017,Became Public Law No: 115-190.,06/22/2018,"<p>(Sec. 1) This bill transfers administrative jurisdiction over:</p> <ul> <li>0.342 acres of federal land within the boundary of the George Washington Memorial Parkway from the Department of the Interior to the Department of Transportation (DOT), and </li> <li> 0.479 acres of federal land within the boundary of the Turner-Fairbank Highway Research Center of the Federal Highway Administration (FHA) adjacent to the parkway from DOT to Interior. </li> </ul> <p>Interior shall prohibit the storage, construction, or installation of any items that may interfere with access by the research center to certain land within the parkway boundary. </p>    <p>"
H.R. 1370,https://www.congress.gov/bill/115th-congress/house-bill/1370,115th Congress (2017-2018),"An Act to amend the Homeland Security Act of 2002 to require the Secretary of Homeland Security to issue Department of Homeland Security-wide guidance and develop training programs as part of the Department of Homeland Security Blue Campaign, and for other purposes.","McCaul, Michael T. [Rep.-R-TX-10]",Republican,03/06/2017,Became Public Law No: 115-96.,12/22/2017,"<p>DIVISION A--FURTHER ADDITIONAL CONTINUING APPROPRIATIONS ACT, 2018 </p> <p><em>Further Additional Continuing Appropriations Act, 2018</em></p> <p> (Sec. 1001) Amends the Continuing Appropriations Act, 2018 to provide continuing FY2018 appropriations to federal agencies through January 19, 2018 (December 22, 2017, under current law). </p> <p>(This provision prevents a government shutdown that would otherwise occur when the existing continuing resolution expires because the FY2018 appropriations bills have not been enacted.) </p> <p>Adds provisions to the Continuing Appropriations Act, 2018 that:</p> <ul> <li>permit funds provided to the Coast Guard to be used to carry out Retired Pay Reform, including continuation pay;</li> <li>provide additional funding to the Indian Health Service for the costs of staffing and operating newly constructed facilities;</li> <li>permit funds provided to the Department of Health and Human Services (HHS) to be apportioned up to the rate for operations necessary to maintain programs and activities related to: (1) the care of unaccompanied alien children, and (2) efforts to combat the trafficking of children;</li> <li>provide additional funding for HHS to prepare for or respond to an influenza pandemic; and</li> <li>exempt security spending from sequestration (automatic spending cuts) for FY2018 and delay the sequestration for nonsecurity spending. </li> </ul> <p>(Sec. 1002) Extends certain authorities provided by the Foreign Intelligence Surveillance Act of 1978 (FISA) through the duration of the continuing resolution. Specifies that this section is repealed if legislation amending the dates included in section 403(b) of the FISA Amendments Act of 2008 is enacted.</p> <p>DIVISION B--MISSILE DEFENSE </p> <p><em>Department of Defense Missile Defeat and Defense Enhancements Appropriations Act, 2018 </em></p> <p>Provides FY2018 emergency appropriations to the Department of Defense (DOD) for missile defense programs. (Emergency spending is exempt from discretionary spending limits and other budget enforcement rules.) </p> <p>TITLE I--MISSILE DEFEAT AND DEFENSE ENHANCEMENTS </p> <p>Provides Operation and Maintenance funds to DOD for necessary costs to repair damage to the USS <em>John S. McCain</em> and the USS <em>Fitzgerald</em>. </p> <p>Provides Operation and Maintenance; Procurement; and Research, Development, Test and Evaluation funds to DOD for necessary costs to detect, defeat, and defend against the use of ballistic missiles. </p> <p>TITLE II--MISSILE CONSTRUCTION ENHANCEMENTS </p> <p>Provides appropriations for Defense-Wide Military Construction for construction of a missile field in Alaska.</p> <p> TITLE III--GENERAL PROVISIONS</p> <p> (Sec. 2001) Specifies that the funds provided by this division are in addition to funds appropriated or otherwise made available to DOD for FY2018. </p> <p>(Sec. 2002) Requires funds provided by title I of this division to be allocated in accordance with the detailed congressional budget justifications submitted by DOD with the FY2018 budget amendments requested by the President on November 6, 2017. Specifies that any changes to the allocation of funds are subject to reprogramming requirements. </p> <p>(Sec. 2003) Specifies that funds designated in this division as emergency requirements are available only if the President subsequently designates all of the amounts as emergency requirements and transmits the designations to Congress. </p> <p>DIVISION C--HEALTH PROVISIONS</p> <p>TITLE I--PUBLIC HEALTH EXTENDERS</p> <p><em>CHIP and Public Health Funding Extension Act</em></p> <p>(Sec. 3101) Amends the Patient Protection and Affordable Care Act to extend and make appropriations through the second quarter of FY2018 for community health centers and the National Health Service Corps.</p> <p>Amends the Public Health Service Act to make appropriations through the second quarter of FY2018 for a program that pays teaching health centers to establish or expand graduate medical residency training programs.</p> <p>(Sec. 3102) Makes appropriations through the second quarter of FY2018 for type I diabetes programs and diabetes programs for Native Americans.</p> <p>(Sec. 3103) Reduces FY2019-FY2022 for the Prevention and Public Health Fund.</p> <p>TITLE II--CHILDREN'S HEALTH INSURANCE PROGRAM (CHIP)</p> <p>(Sec. 3201) Amends title XXI (Children's Health Insurance Program [CHIP]) of the Social Security Act to extend funding for CHIP through the first half of FY2018.</p> <p> Establishes a special rule, with respect to the first half of FY2018, for the redistribution of unused CHIP allotments to state child health plans experiencing emergency shortfalls. Requires the Centers for Medicare &amp; Medicaid Services (CMS), on a monthly basis, to redistribute unused allotments to each state in an amount that will eliminate the state's emergency shortfall before the CMS may distribute the allotments to any state that is experiencing a nonemergency shortfall. Requires the CMS to redistribute such allotments in the order in which states realize monthly emergency shortfalls, but only to the extent that amounts are available for redistribution.</p> <p> DIVISION D--OTHER MATTERS </p> <p>(Sec. 4001) Provides $2.1 billion in mandatory funding for the Veterans Choice Program, which allows veterans to receive health care from providers outside of the Department of Veterans Affairs facilities. </p> <p>DIVISION E--BUDGETARY EFFECTS </p> <p>(Sec. 5001) Exempts the budgetary effects of division C and each succeeding division of this bill from Pay-As-You-Go (PAYGO) rules and certain budget scorekeeping guidelines. </p> <p>(Sec. 5002) Exempts the budgetary effects of specified reconciliation legislation from PAYGO rules. (This provision applies to the tax legislation that was signed into law on December 22, 2017, and was considered pursuant to the reconciliation instructions included in the FY2018 congressional budget resolution.) </p>"
H.R. 1362,https://www.congress.gov/bill/115th-congress/house-bill/1362,115th Congress (2017-2018),"To name the Department of Veterans Affairs community-based outpatient clinic in Pago Pago, American Samoa, the Faleomavaega Eni Fa'aua'a Hunkin VA Clinic.","Radewagen, Aumua Amata Coleman [Del.-R-AS-At Large]",Republican,03/06/2017,Became Public Law No: 115-16.,03/31/2017,"<p>(This measure has not been amended since it was introduced. The expanded summary of the House passed version is repeated here.)</p> <p>(Sec. 1) This bill designates the Department of Veterans Affairs community-based outpatient clinic in Pago Pago, American Samoa, as the &quot;Faleomavaega Eni Fa'aua'a Hunkin VA Clinic.&quot; </p>"
H.R. 1329,https://www.congress.gov/bill/115th-congress/house-bill/1329,115th Congress (2017-2018),Veterans' Compensation Cost-of-Living Adjustment Act of 2017,"Bost, Mike [Rep.-R-IL-12]",Republican,03/02/2017,Became Public Law No: 115-75.,11/02/2017,"<p>(This measure has not been amended since it was reported to the House on May 19, 2017. The summary of that version is repeated here.)</p> <p><strong>Veterans' Compensation Cost-of-Living Adjustment Act of 2017</strong></p> <p> (Sec. 2) This bill directs the Department of Veterans Affairs (VA) to increase, as of December 1, 2017, the rates of veterans' wartime disability compensation, additional compensation for dependents, the clothing allowance for certain disabled veterans, and dependency and indemnity compensation for surviving spouses and children.</p> <p>Each such increase shall be the same percentage as the increase in benefits provided under title II (Old Age, Survivors and Disability Insurance) of the Social Security Act, on the same effective date.</p> <p> The VA may adjust administratively, consistent with such increases, the rates of disability compensation payable to persons entitled to veterans benefits under public laws administered by the VA on December 31, 1958, who have not received benefits under provisions governing veterans compensation for service-connected disability or death.</p> <p>(Sec. 3) The VA shall publish such increased rates in the Federal Register not later than the date on which certain social security increases are required to be published in FY2018.</p>"
H.R. 1318,https://www.congress.gov/bill/115th-congress/house-bill/1318,115th Congress (2017-2018),Preventing Maternal Deaths Act of 2018,"Herrera Beutler, Jaime [Rep.-R-WA-3]",Republican,03/02/2017,Became Public Law No: 115-344.,12/21/2018,"<b><p />Preventing Maternal Deaths Act of 2018 </b> <p>(Sec. 2) This bill amends the Public Health Service Act to reauthorize through FY2023 and revise certain Centers for Disease Control and Prevention (CDC) programs that support state and local surveillance of maternal mortality. </p> <p>Among other changes, the bill authorizes the CDC to support state and tribal maternal mortality review committees. Such committees must collect, analyze, and report specified data relating to pregnancy-associated deaths (i.e., deaths from any cause during, or within one year of, pregnancy) and pregnancy-related deaths (i.e., deaths from any cause during, or within one year of, pregnancy that are related to pregnancy or its management, excluding accidental or incidental causes).</p>"
H.R. 1306,https://www.congress.gov/bill/115th-congress/house-bill/1306,115th Congress (2017-2018),Western Oregon Tribal Fairness Act,"DeFazio, Peter A. [Rep.-D-OR-4]",Democratic,03/02/2017,Became Public Law No: 115-103.,01/08/2018,"<p><b>Western Oregon Tribal Fairness Act</b></p> <p>TITLE I--COW CREEK UMPQUA LAND CONVEYANCE</p> <p>(Sec. 102) This bill requires that 17,519 acres of land be held in trust for, and be part of the reservation of, the Cow Creek Band of Umpqua Tribe of Indians. This land is taken into trust when the Department of the Interior and the tribe enter an agreement that secures certain access to the land.</p> <p>(Sec. 104) Federal law applies to the export of unprocessed logs harvested from this land and to forest management on this land. Gaming on this land is prohibited. This land is not subject to the land use planning requirements of the Federal Land Policy and Management Act of 1976 or the Act of August 28, 1937.</p> <p>(Sec. 105) Interior must reclassify public domain land as Oregon and California Railroad grant land in equal acreage as grant land taken into trust under this bill.</p> <p><strong></strong>TITLE II--OREGON COASTAL LAND CONVEYANCE</p> <p>(Sec. 202) This bill requires that 14,742 acres of land be held in trust for, and be part of the reservation of, the Confederated Tribes of Coos, Lower Umpqua, and Siuslaw Indians. This land is taken into trust when Interior and the tribes enter an agreement that secures existing Interior access to the land and secures access for activities including land management, surveys, and transit of public vehicles.</p> <p>(Sec. 204) Federal law applies to the export of unprocessed logs harvested from this land and to forest management on this land. Gaming on this land is prohibited. This land is not subject to the land use planning requirements of the Federal Land Policy and Management Act of 1976 or the Act of August 28, 1937.</p> <p>(Sec. 205) Interior must reclassify public domain land as Oregon and California Railroad grant land in equal acreage as grant land taken into trust under this bill. <p>TITLE III--AMENDMENTS TO COQUILLE RESTORATION ACT</p> <p>(Sec. 301) This bill amends the Coquille Restoration Act to remove the requirement that Interior manage the Coquille Forest in accordance with state and federal forestry and environmental protection laws. Federal law applies to the export of unprocessed logs harvested from this land. Sales of timber from this land must be advertised, offered, and awarded according to competitive bidding practices.</p> <p>This bill strikes a provision giving the U.S. District Court for the District of Oregon jurisdiction over certain actions concerning the Coquille Forest and limiting remedies to equitable relief.</p> <p><strong></strong></p>"
H.R. 1301,https://www.congress.gov/bill/115th-congress/house-bill/1301,115th Congress (2017-2018),"Continuing Appropriations Amendments Act, 2018","Frelinghuysen, Rodney P. [Rep.-R-NJ-11]",Republican,03/02/2017,Became Public Law No: 115-124.,02/09/2018,"<p>(This measure has not been amended since it was passed by the Senate on February 9, 2018. The summary of that version is repeated here.)</p> <p><b>Continuing Appropriations Amendments Act, 2018 </b></p> <p>(Sec. 101) This bill amends the Continuing Appropriations Act, 2018 to: (1) compensate employees furloughed as a result of any lapse in appropriations which began on or about February 9, 2018; and (2) ratify and approve certain obligations incurred in anticipation of the appropriations and authority provided by the Continuing Appropriations Act, 2018.</p> <p>(Sec. 102) The bill also specifies that the time covered by the Continuing Appropriations Act, 2018 includes the period that began on or about February 9, 2018, during which there was a lapse in appropriations. </p>"
H.R. 1242,https://www.congress.gov/bill/115th-congress/house-bill/1242,115th Congress (2017-2018),400 Years of African-American History Commission Act,"Scott, Robert C. ""Bobby"" [Rep.-D-VA-3]",Democratic,02/28/2017,Became Public Law No: 115-102.,01/08/2018,"<p>(This measure has not been amended since it was passed by the House on May 1, 2017. The summary of that version is repeated here.)</p> <p><b>400 Years of African-American History Commission Act</b></p> <p>(Sec. 3) This bill establishes the 400 Years of African-American History Commission to develop and carry out activities throughout the United States to commemorate the 400th anniversary of the arrival of Africans in the English colonies at Point Comfort, Virginia, in 1619.</p> <p>The commission must:</p> <ul> <li>plan programs to acknowledge the impact that slavery and laws that enforced racial discrimination had on the United States; </li> <li>encourage civic, patriotic, historical, educational, artistic, religious, and economic organizations to organize and participate in anniversary activities; </li> <li>assist states, localities, and nonprofit organizations to further the commemoration; and </li> <li>coordinate for the public scholarly research on the arrival of Africans in the United States and their contributions to this country. </li></ul> <p>(Sec. 5) The commission may provide: (1) grants to communities and nonprofit organizations for the development of programs; (2) grants to research and scholarly organizations to research, publish, or distribute information relating to the arrival of Africans in the United States; and (3) technical assistance to states, localities, and nonprofit organizations to further the commemoration.</p> <p>(Sec. 7) The commission must prepare a strategic plan and submit a final report to Congress that contains a summary of its activities, an accounting of its received and expended funds, and its recommendations.</p> <p>(Sec. 8) The commission shall terminate on July 1, 2020.</p> <p>(Sec. 9) All expenditures of the commission shall be made solely from donated funds.</p>"
H.R. 1238,https://www.congress.gov/bill/115th-congress/house-bill/1238,115th Congress (2017-2018),Securing our Agriculture and Food Act,"Young, David [Rep.-R-IA-3]",Republican,02/28/2017,Became Public Law No: 115-43.,06/30/2017,"<p>(This measure has not been amended since it was passed by the Senate on May 24, 2017. The summary of that version is repeated here.)</p> <p><strong>Securing our Agriculture and Food Act</strong></p> <p>(Sec. 2) This bill amends the Homeland Security Act of 2002 to direct the Assistant Secretary for Health Affairs for the Department of Homeland Security (DHS) to carry out a program to coordinate DHS efforts related to defending the food, agriculture, and veterinary systems of the United States against terrorism and other high-consequence events that pose a high risk to homeland security.</p> <p>Such program shall:</p> <ul> <li>provide oversight and management of DHS's responsibilities pursuant to Homeland Security Presidential Directive 9 - Defense of United States Agriculture and Food;</li> <li> provide oversight and integration of DHS activities related to veterinary public health, food defense, and agricultural security;</li> <li>lead DHS policy initiatives related to food, animal, and agricultural incidents and to overall domestic preparedness for, and collective response to, agricultural terrorism;</li> <li> coordinate with other DHS components on activities related to food and agriculture security and screening procedures for domestic and imported products; and</li> <li> coordinate with appropriate federal departments and agencies.</li> </ul>"
H.R. 1235,https://www.congress.gov/bill/115th-congress/house-bill/1235,115th Congress (2017-2018),Naismith Memorial Basketball Hall of Fame Commemorative Coin Act,"Neal, Richard E. [Rep.-D-MA-1]",Democratic,02/27/2017,Became Public Law No: 115-343.,12/21/2018,"<p><strong>Naismith Memorial Basketball Hall of Fame Commemorative Coin Act</strong></p> <p>(Sec. 3) This bill directs the Department of the Treasury to mint and issue not more than 50,000 $5 coins, 400,000 $1 coins, and 750,000 half-dollar coins in recognition and celebration of the Naismith Memorial Basketball Hall of Fame.</p> <p>The coins shall be in the shape of a dome, and the design on the common reverse of the coins shall depict a basketball. Treasury shall hold a competition to determine the design of the common obverse of the coins, which shall be emblematic of the game of basketball.</p> <p>(Sec. 7) The bill requires all sales of such coins to include specified surcharges, which shall be paid by Treasury to the Hall to fund an endowment for increased operations and educational programming.</p>"
H.R. 1228,https://www.congress.gov/bill/115th-congress/house-bill/1228,115th Congress (2017-2018),"To provide for the appointment of members of the Board of Directors of the Office of Compliance to replace members whose terms expire during 2017, and for other purposes.","Harper, Gregg [Rep.-R-MS-3]",Republican,02/27/2017,Became Public Law No: 115-19.,04/03/2017,"<p>(This measure has not been amended since it was passed by the House on March 15, 2017. The summary of that version is repeated here.)</p> <p>(Sec. 1) This bill provides that of the three members appointed to the Board of Directors of the Office of Compliance (OOC) to replace the three members whose terms expire in March 2017, one shall have a three-year term and two shall have a four-year term. (The OOC was established by the Congressional Accountability Act of 1995 to administer and enforce that Act and to assist Members of Congress in understanding their rights and responsibilities under workplace and accessibility laws.) </p> <p>The board members appointed to replace the two members whose terms expire in May 2017 shall each have a five-year term.</p> <p>This bill allows a board member whose term expires in: (1) March 2017 to be reappointed to serve one additional three or four-year term, and (2) May 2017 to be reappointed to serve an additional five-year term. Such board members may not be reappointed to any additional terms after their additional term expires.</p> <p>The bill amends the Congressional Accountability Act of 1995 to: (1) permit a board member to serve after his or her term has expired until a successor has taken office; and (2) authorize the Speaker of the House of Representatives, the Majority Leader of the Senate, and the Minority Leaders of the House and Senate to take such steps as they consider appropriate to ensure the timely appointment of board members consistent with such Act's requirements.</p>"
H.R. 1222,https://www.congress.gov/bill/115th-congress/house-bill/1222,115th Congress (2017-2018),Congenital Heart Futures Reauthorization Act of 2017,"Bilirakis, Gus M. [Rep.-R-FL-12]",Republican,02/27/2017,Became Public Law No: 115-342.,12/21/2018,"<p><b>Congenital Heart Futures Reauthorization Act of 2017</b></p> <p>(Sec. 2) This bill amends the Public Health Service Act to replace the authorization for a National Congenital Heart Disease Surveillance System with a requirement for the Department of Health and Human Services (HHS) to enhance and expand congenital heart disease research, surveillance, and awareness. (Congenital heart disease is a condition caused by a heart defect that is present at birth.)</p> <p>HHS must award grants to nonprofit entities to conduct a study of congenital heart disease among all ages, including prevalence, health care utilization, and demographic factors. Collected information must be made available to the public.</p> <p>(Sec. 3) HHS must report on research and other activities conducted regarding congenital heart disease. </p>"
H.R. 1211,https://www.congress.gov/bill/115th-congress/house-bill/1211,115th Congress (2017-2018),"To designate the facility of the United States Postal Service located at 400 N. Main Street, Encinal, Texas, as the ""Encinal Veterans Post Office"".","Cuellar, Henry [Rep.-D-TX-28]",Democratic,02/21/2017,Became Public Law No: 115-341.,12/21/2018,"<p>Designates the facility of the United States Postal Service located at 400 N. Main Street, Encinal, Texas, as the ""Encinal Veterans Post Office.""</p>"
